	NE_num	file	genre	num_words	rubric
1285	2	53162.txt	Лекции	448	Общее
1286	4	78281.txt	Лекции	1761	Космос
1287	5	56313.txt	Лекции	2768	История
1288	1	company_misis_blog_295985.txt	Блоги	640	Физика
1289	3	51075.txt	Лекции	3998	Культура
1290	4	2010_04_19_astro_.txt	Лекции	7367	Космос
1291	1	60781.txt	Лекции	1466	Язык
1292	1	47816.txt	Лекции	1273	История
1293	1	61900.txt	Лекции	1772	Биология
1294	1	77171.txt	Лекции	286	Культура
1295	8	2010_04_30_iskint_.txt	Лекции	8502	Computer Science
1296	12	68817.txt	Лекции	3126	История
1297	2	32669.txt	Лекции	360	Язык
1298	2	72338.txt	Лекции	1730	Математика
1299	3	55634.txt	Лекции	1067	Философия
1301	8	75297.txt	Лекции	3196	Математика
1302	1	80796.txt	Лекции	2647	Математика
1303	1	65807.txt	Лекции	2855	Философия
1304	3	14598.txt	Лекции	1234	История
1305	1	nplus1.ru-blog-2017-04-19-Constructivism.txt	Блоги	662	Общее
1306	4	company_audiomania_blog_274616.txt	Блоги	1085	Технологии
1307	8	8879.txt	Лекции	3043	История
1308	3	61506.txt	Лекции	873	История
1309	1	40870.txt	Лекции	1945	Язык
1310	1	company_vertdider_blog_243617.txt	Блоги	339	Технологии
1311	4	58748.txt	Лекции	1400	Общее
1312	5	65806.txt	Лекции	2676	Физиология человека
1313	4	company_friifond_blog_259020.txt	Блоги	2016	Экономика
1314	1	56300.txt	Лекции	936	Физика
1315	4	70396.txt	Лекции	2467	История
1316	4	79858.txt	Лекции	1693	История
1317	20	2006_10_23_shanin2_.txt	Лекции	12087	Социология
1318	9	22227.txt	Лекции	3098	Математика
1319	1	65340.txt	Лекции	231	Физика
1320	1	nplus1.ru-blog-2017-02-01-electron-microscope-02.txt	Блоги	861	Общее
1321	1	56277.txt	Лекции	2258	Социология
1322	2	company_dronk_blog_275232.txt	Блоги	737	Космос
1323	1	49463.txt	Лекции	2984	История
1324	4	50670.txt	Лекции	1115	Философия
1325	3	37970.txt	Лекции	1754	Химия
1326	2	66504.txt	Лекции	2594	Физика
1327	3	company_piter_blog_292679.txt	Блоги	1506	Физиология человека
1328	2	17317.txt	Лекции	1035	Экономика
1329	16	2009_12_17_discours_.txt	Лекции	12416	Политология
1330	1	company_ibm_blog_284250.txt	Блоги	1160	Computer Science
1331	2	nplus1.ru-blog-2017-03-16-attention-interface.txt	Блоги	1078	Психология
1332	1	77253.txt	Лекции	1089	Химия
1333	4	2009_11_05_istpolit_.txt	Лекции	10616	Политология
1334	1	company_neuronspace_blog_242633.txt	Блоги	741	Технологии
1335	1	31228.txt	Лекции	245	История
1337	2	3310.txt	Лекции	235	Биология
1338	2	3310.txt	Лекции	834	Общее
1339	6	2009_11_26_chebanov_.txt	Лекции	9510	Общее
1340	1	72340.txt	Лекции	1861	Экономика
1341	10	73197.txt	Лекции	3915	Социология
1342	6	78619.txt	Лекции	4045	История
1343	2	69176.txt	Лекции	1618	Биология
1344	1	2010_01_06_torg_.txt	Лекции	10746	Социология
1345	7	67737.txt	Лекции	2189	История
1346	6	2005_10_05_furman_.txt	Лекции	11548	История
1347	2	80329.txt	Лекции	1522	Психология
1348	1	5290.txt	Блоги	754	Физика
1349	1	5290.txt	Лекции	181	История
1350	1	5290.txt	Лекции	984	Физиология человека
1351	1	5290.txt	Лекции	1429	Биология
1352	1	24266.txt	Лекции	166	Философия
1353	2	company_scione_blog_280310.txt	Блоги	429	Биология
1354	1	54639.txt	Лекции	783	Физиология человека
1355	2	company_audiomania_blog_247104.txt	Блоги	1175	Технологии
1356	3	company_pult_blog_287258.txt	Блоги	1024	Физика
1357	1	nplus1.ru-blog-2016-03-02-who-let-the-dog-out.txt	Блоги	163	Общее
1358	2	28561.txt	Лекции	339	Физика
1359	6	company_mailru_blog_266772.txt	Блоги	552	Космос
1360	1	nplus1.ru-blog-2017-03-15-scythian-nomads.txt	Блоги	961	Биология
1361	1	78320.txt	Лекции	540	Биология
1362	1	33392.txt	Лекции	2794	Культура
1363	2	27959.txt	Лекции	2231	Физиология человека
1364	1	nplus1.ru-blog-2015-12-05-herald.txt	Блоги	439	Общее
1365	3	61902.txt	Лекции	1711	История
1366	11	65513.txt	Лекции	1599	Биология
1367	2	76961.txt	Лекции	462	Физиология человека
1368	1	67992.txt	Лекции	1648	Физиология человека
1369	1	42880.txt	Лекции	551	Физиология человека
1370	2	69566.txt	Лекции	1471	Экономика
1371	2	64678.txt	Лекции	2648	История
1372	5	5402.txt	Лекции	819	Биология
1373	5	5402.txt	Лекции	3201	История
1374	1	35578.txt	Лекции	1948	Культура
1375	10	36260.txt	Лекции	2047	История
1376	1	51492.txt	Лекции	998	Биология
1377	4	72740.txt	Лекции	1574	Психология
1378	1	2996.txt	Блоги	682	Технологии
1381	1	2996.txt	Лекции	1291	История
1382	1	2996.txt	Лекции	862	Космос
1383	1	80995.txt	Лекции	2134	Физиология человека
1384	3	nplus1.ru-blog-2016-11-28-memory-optogenetics.txt	Блоги	1135	Психология
1385	2	nplus1.ru-blog-2015-05-19-pseudoscience.txt	Блоги	759	Общее
1386	2	34714.txt	Лекции	2858	История
1387	2	company_pult_blog_285842.txt	Блоги	1362	Технологии
1388	1	2004_04_08_gen_.txt	Лекции	9106	Социология
1389	7	2009_04_14_vizant_.txt	Лекции	8109	История
1390	1	71192.txt	Лекции	1317	История
1391	1	36268.txt	Лекции	2039	Язык
1395	1	437.txt	Лекции	1655	Культура
1396	1	437.txt	Лекции	1412	История
1397	1	437.txt	Лекции	906	Биология
1398	1	437.txt	Лекции	765	Биология
1399	3	2007_02_22_lankov_.txt	Лекции	13950	История
1400	4	2004_04_01_gareev_.txt	Лекции	4924	Социология
1401	1	25882.txt	Лекции	261	История
1402	4	59244.txt	Лекции	1136	Общее
1403	1	company_ua-hosting_blog_265698.txt	Блоги	1989	Computer Science
1404	1	11390.txt	Лекции	230	Философия
1405	3	29028.txt	Лекции	920	История
1406	2	82275.txt	Лекции	1131	Общее
1407	3	company_svyaznoy_blog_241066.txt	Блоги	1369	Футурология
1408	2	31214.txt	Лекции	266	Психология
1410	3	78298.txt	Лекции	1503	Психология
1411	4	company_pult_blog_283960.txt	Блоги	784	Космос
1412	2	75483.txt	Лекции	3542	Язык
1413	9	2009_01_30_matematika_.txt	Лекции	10776	История
1414	3	2009_10_29_rusukr_.txt	Лекции	11687	Общее
1415	1	2016_08_16_starostin_anons_.txt	Лекции	456	Язык
1416	3	27802.txt	Лекции	1135	Физика
1417	1	25526.txt	Лекции	206	История
1418	5	2011_06_14_time_.txt	Лекции	11315	Науки о земле
1419	7	2006_02_03_naishul_bubu_.txt	Лекции	12709	Социология
1420	1	nplus1.ru-blog-2015-12-22-exoplanets.txt	Блоги	479	Общее
1421	1	2009_03_19_communication_.txt	Лекции	6535	Язык
1422	2	35067.txt	Лекции	300	История
1423	2	79128.txt	Лекции	1278	Культура
1424	2	company_icover_blog_273490.txt	Блоги	534	Computer Science
1425	3	company_misis_blog_262856.txt	Блоги	1425	Физика
1426	1	46944.txt	Лекции	1158	Физиология человека
1427	2	nplus1.ru-blog-2017-02-03-love-neurons.txt	Блоги	466	Биология
1428	15	2010_07_06_katyn_.txt	Лекции	19543	Социология
1429	1	62154.txt	Лекции	1551	Биология
1430	4	21052.txt	Лекции	2854	Физика
1431	1	56304.txt	Лекции	1515	История
1432	1	nplus1.ru-blog-2017-05-03-130yo-peopling.txt	Блоги	746	Биология
1433	5	2012_02_24_smirnov_.txt	Лекции	10227	Культура
1434	2	32906.txt	Лекции	298	Философия
1435	3	23583.txt	Лекции	2732	Экономика
1436	6	2012_04_13_space_surdin_.txt	Лекции	11411	Космос
1437	2	2007_10_19_furman_.txt	Лекции	7436	История
1438	2	company_darta_systems_blog_246856.txt	Блоги	2413	Технологии
1439	4	2010_03_11_lankov_.txt	Лекции	12992	История
1440	1	6451.txt	Лекции	1739	Культура
1441	2	1813.txt	Лекции	2071	Биология
1442	1	41197.txt	Лекции	1400	Физика
1443	3	78271.txt	Лекции	1510	Социология
1444	1	company_mailru_blog_279606.txt	Блоги	1454	Биология
1445	3	27776.txt	Лекции	2027	Биология
1446	3	54963.txt	Лекции	1815	Философия
1447	3	51184.txt	Лекции	1634	Экономика
1448	1	27767.txt	Лекции	2039	Физика
1449	3	54965.txt	Лекции	1306	Философия
1451	2	78734.txt	Лекции	3488	Социология
1452	1	57636.txt	Лекции	315	История
1453	2	42807.txt	Лекции	1278	Культура
1454	1	30653.txt	Лекции	1412	История
1455	2	64046.txt	Лекции	867	Физика
1456	2	29381.txt	Лекции	1455	История
1457	1	company_audiomania_blog_260806.txt	Блоги	3031	Технологии
1458	1	12717.txt	Лекции	1346	Социология
1459	1	25261.txt	Лекции	315	История
1460	2	company_pult_blog_286370.txt	Блоги	1280	Технологии
1461	6	56044.txt	Лекции	1451	Психология
1462	5	2011_04_15_kondrashov_.txt	Лекции	12173	Физиология человека
1463	1	79129.txt	Лекции	2106	История
1464	2	59247.txt	Лекции	1050	Физиология человека
1465	1	5517.txt	Лекции	28	История
1466	1	66839.txt	Лекции	1861	Физика
1467	2	75981.txt	Лекции	1057	История
1468	1	76192.txt	Лекции	2274	Философия
1469	2	16183.txt	Лекции	172	Биология
1470	3	2013_05_31_nechaev_.txt	Лекции	8826	Математика
1471	1	26520.txt	Лекции	2221	Общее
1472	1	77220.txt	Лекции	719	Космос
1475	5	74466.txt	Лекции	1466	Химия
1476	1	nplus1.ru-blog-2017-06-20-plus-ultra-dollar.txt	Блоги	355	История
1478	2	78622.txt	Лекции	2366	История
1479	2	company_ibm_blog_268986.txt	Блоги	430	Физика
1480	4	2011_03_14_plechov_.txt	Лекции	11527	Науки о земле
1481	1	2015_12_30_lukianov_lect_.txt	Лекции	6628	Политология
1482	17	75490.txt	Лекции	1605	Язык
1483	1	26667.txt	Лекции	300	История
1484	5	10693.txt	Лекции	1681	История
1485	1	80131.txt	Лекции	889	Экономика
1486	1	company_audiomania_blog_252396.txt	Блоги	241	Технологии
1487	7	13353.txt	Лекции	1538	Космос
1488	1	company_audiomania_blog_246812.txt	Блоги	347	Технологии
1489	1	78284.txt	Лекции	1247	Физика
1490	1	7542.txt	Лекции	312	История
1491	1	7542.txt	Лекции	1165	Биология
1492	1	2009_10_23_corpus_.txt	Лекции	9252	Язык
1493	1	73561.txt	Лекции	1216	История
1494	1	70628.txt	Лекции	1885	Космос
1495	2	2015_07_18_belova_lecture_.txt	Лекции	4613	История
1496	2	nplus1.ru-blog-2015-06-03-LaCour.txt	Блоги	567	Общее
1497	2	60982.txt	Лекции	1135	Философия
1498	2	nplus1.ru-blog-2017-05-16-alexander-krass.txt	Блоги	844	История
1499	1	77484.txt	Лекции	2909	Биология
1500	1	41678.txt	Лекции	1696	Математика
1501	4	52050.txt	Лекции	3186	Физиология человека
1502	18	2008_11_27_remnev_.txt	Лекции	12970	История
1503	14	2014_06_10_solution_.txt	Лекции	13126	Экономика
1504	6	2006_10_29_defer_.txt	Лекции	5701	Физиология человека
1505	1	74185.txt	Лекции	1554	Математика
1506	3	79127.txt	Лекции	1828	Социология
1507	2	company_ua-hosting_blog_275004.txt	Блоги	511	Технологии
1508	2	10918.txt	Лекции	1346	История
1509	2	6996.txt	Блоги	934	Технологии
1511	2	6996.txt	Лекции	1177	Физика
1512	3	34966.txt	Лекции	4406	Биология
1513	9	2011_04_19_feigelman_.txt	Лекции	11948	Физика
1514	3	81962.txt	Лекции	1330	Экономика
1515	1	2014_04_13_rubakov_.txt	Лекции	10854	Физика
1516	3	company_piter_blog_280086.txt	Блоги	1639	Физиология человека
1517	2	73463.txt	Лекции	1629	Физика
1518	2	69563.txt	Лекции	1746	Язык
1519	2	76143.txt	Лекции	1115	История
1520	6	company_icover_blog_269564.txt	Блоги	975	Технологии
1521	12	55611.txt	Лекции	3210	Философия
1522	3	2016_07_24_immoralism_.txt	Лекции	8236	Социология
1523	4	59456.txt	Лекции	1598	Социология
1524	1	78272.txt	Лекции	1142	Психология
1525	3	2011_10_24_Bailey_.txt	Лекции	7531	Биология
1526	1	50704.txt	Лекции	1175	Психология
1527	2	69513.txt	Лекции	1523	Физиология человека
1528	1	17608.txt	Лекции	1162	Язык
1529	2	2011_05_04_giljarov_.txt	Лекции	9873	Науки о земле
1531	2	72972.txt	Лекции	1132	Физиология человека
1532	2	13541.txt	Лекции	279	Культура
1533	1	53511.txt	Лекции	381	Космос
1534	2	48273.txt	Лекции	4170	Язык
1535	1	2010_04_29_aleksashenko_.txt	Лекции	12661	Экономика
1536	3	80745.txt	Лекции	1345	Экономика
1537	1	15045.txt	Лекции	169	Физика
1538	1	14255.txt	Лекции	972	Математика
1539	15	2009_01_22_oriental_.txt	Лекции	9905	Культура
1540	1	71431.txt	Лекции	1767	Культура
1541	1	46425.txt	Лекции	1013	Культура
1542	1	62488.txt	Лекции	1184	История
1543	2	company_piter_blog_281232.txt	Блоги	335	Космос
1544	5	78656.txt	Лекции	3021	История
1545	1	22242.txt	Лекции	1197	Язык
1546	2	41100.txt	Лекции	1288	Социология
1547	1	20528.txt	Лекции	1313	Общее
1548	5	58548.txt	Лекции	2445	История
1549	6	company_atlas_blog_252542.txt	Блоги	1653	Технологии
1550	2	35058.txt	Лекции	338	Биология
1551	1	69807.txt	Лекции	1339	Биология
1552	1	47371.txt	Лекции	891	Биология
1553	2	11504.txt	Лекции	1467	Физиология человека
1554	1	11163.txt	Лекции	985	Биология
1555	4	2008_12_05_bessonova_.txt	Лекции	6684	Экономика
1556	2	19722.txt	Лекции	1600	Общее
1557	1	21411.txt	Лекции	1631	Общее
1558	1	company_madrobots_blog_264342.txt	Блоги	294	Футурология
1559	2	18277.txt	Лекции	404	Биология
1560	12	44745.txt	Лекции	1401	Язык
1561	1	51609.txt	Лекции	2467	Социология
1562	2	nplus1.ru-blog-2015-11-28-appetite.txt	Блоги	215	Общее
1563	1	2014_11_05_anons_gorelik_.txt	Лекции	372	Культура
1564	5	2014_07_12_kurilla_.txt	Лекции	15383	История
1565	1	company_mailru_blog_292103.txt	Блоги	821	Биология
1566	1	75984.txt	Лекции	1312	Психология
1567	4	2011_06_02_fokin_lecture_.txt	Лекции	195	Химия
1568	8	9034.txt	Лекции	4406	Биология
1569	6	24454.txt	Лекции	3201	Культура
1570	3	81298.txt	Лекции	1395	История
1571	1	nplus1.ru-blog-2016-07-13-Ancient-drop-dealer.txt	Блоги	501	История
1573	1	82676.txt	Лекции	1484	История
1574	3	2005_11_02_climate_.txt	Лекции	9058	Науки о земле
1575	2	company_ua-hosting_blog_267878.txt	Блоги	431	Физика
1576	5	55082.txt	Лекции	2549	Культура
1577	8	2012_07_12_kharkhordin_.txt	Лекции	17055	Политология
1578	5	company_audiomania_blog_294601.txt	Блоги	725	Технологии
1579	2	2015_01_17_universe_.txt	Лекции	15174	Физика
1580	1	34941.txt	Лекции	352	Философия
1581	3	2009_04_02_estado_.txt	Лекции	8270	Общее
1582	1	company_mailru_blog_286172.txt	Блоги	1766	Физиология человека
1583	2	2015_12_26_belyaev_lecture_.txt	Лекции	11677	История
1584	2	2006_12_29_kon_.txt	Лекции	11180	Язык
1585	1	nplus1.ru-blog-2017-07-17-ear.txt	Блоги	378	Биология
1586	2	74333.txt	Лекции	517	Физиология человека
1587	2	company_mailru_blog_272878.txt	Блоги	1767	Общее
1588	1	17862.txt	Лекции	1378	Биология
1589	1	company_misis_blog_285640.txt	Блоги	1481	Космос
1590	9	80964.txt	Лекции	2192	Психология
1591	2	71435.txt	Лекции	312	Философия
1592	2	2012_03_28_anons_trv_.txt	Лекции	239	Космос
1593	1	8881.txt	Лекции	49	Философия
1594	1	8881.txt	Лекции	904	Физиология человека
1596	1	77176.txt	Лекции	1252	История
1597	1	40277.txt	Лекции	953	Биология
1598	15	2016_01_16_lecture_about_belsky_.txt	Лекции	9779	Культура
1599	1	nplus1.ru-blog-2016-11-04-Ancient-cruel-executions.txt	Блоги	604	Биология
1600	3	64969.txt	Лекции	1959	Социология
1602	1	7722.txt	Лекции	1271	Общее
1603	1	72615.txt	Лекции	1812	Культура
1604	1	36071.txt	Лекции	1745	История
1605	1	26598.txt	Лекции	692	Химия
1606	1	32898.txt	Лекции	279	Общее
1607	2	25892.txt	Лекции	190	Философия
1608	1	42341.txt	Лекции	684	Биология
1609	2	company_pult_blog_293093.txt	Блоги	1784	Технологии
1611	1	5633.txt	Лекции	247	История
1612	2	9918.txt	Лекции	1610	Общее
1613	2	57648.txt	Лекции	1216	Психология
1614	2	15077.txt	Лекции	205	Физика
1615	5	68268.txt	Лекции	2763	Психология
1616	1	35510.txt	Лекции	1886	Биология
1617	2	company_pult_blog_289397.txt	Блоги	887	Физиология человека
1618	4	82972.txt	Лекции	2150	Социология
1619	2	74435.txt	Лекции	2353	История
1621	1	82396.txt	Лекции	1182	Физика
1622	1	nplus1.ru-blog-2015-04-28-panstarrs.txt	Блоги	1267	Космос
1623	2	43385.txt	Лекции	1104	Биология
1624	1	company_misis_blog_291165.txt	Блоги	469	Технологии
1625	1	81877.txt	Лекции	1290	Общее
1626	5	2011_04_06_partyism_.txt	Лекции	11341	Политология
1627	1	36706.txt	Лекции	1032	Философия
1628	3	company_ibm_blog_253254.txt	Блоги	618	Технологии
1629	1	26587.txt	Лекции	1523	История
1630	6	82202.txt	Лекции	2193	Социология
1631	1	77063.txt	Лекции	1972	Культура
1632	2	company_madrobots_blog_292621.txt	Блоги	853	Физиология человека
1633	1	nplus1.ru-blog-2016-12-12-vegans-and-vegetarians.txt	Блоги	1220	Физиология человека
1634	6	2007_12_21_dmitriev_.txt	Лекции	11599	Политология
1635	2	nplus1.ru-blog-2015-04-28-skyglow-vimeo.txt	Блоги	140	Общее
1636	1	31182.txt	Лекции	419	Общее
1637	1	company_madrobots_blog_296319.txt	Блоги	1177	Космос
1638	1	51288.txt	Лекции	1538	Физика
1639	1	64939.txt	Лекции	2089	Биология
1640	1	67779.txt	Лекции	1483	История
1641	2	79855.txt	Лекции	1120	Физика
1642	1	82566.txt	Лекции	1491	Химия
1643	4	5510.txt	Лекции	3375	Физика
1644	4	5510.txt	Лекции	1886	Биология
1645	1	72611.txt	Лекции	1479	История
1647	4	2786.txt	Лекции	3364	Культура
1648	1	79302.txt	Лекции	1549	Космос
1649	3	36205.txt	Лекции	789	Физика
1650	6	74040.txt	Лекции	2560	Психология
1653	6	2546.txt	Лекции	2603	Культура
1654	1	73135.txt	Лекции	1344	Физика
1655	1	78493.txt	Лекции	1074	Психология
1656	6	2011_10_19_ivanov_.txt	Лекции	10208	История
1657	4	2006_02_13_petrov_.txt	Лекции	12430	Науки о земле
1658	1	69798.txt	Лекции	1929	Биология
1659	2	13137.txt	Лекции	1686	Математика
1660	2	35531.txt	Лекции	871	Социология
1661	2	30259.txt	Лекции	270	История
1662	9	77252.txt	Блоги	1106	Общее
1663	9	77252.txt	Лекции	1052	Химия
1664	8	2010_02_04_university_.txt	Лекции	8208	Социология
1665	2	2008_11_14_kynev_.txt	Лекции	5530	Политология
1666	2	33259.txt	Лекции	2521	История
1667	1	company_vertdider_blog_273930.txt	Блоги	149	Физика
1668	4	2005_02_25_groppo_.txt	Лекции	8536	История
1669	1	77542.txt	Лекции	1165	Биология
1670	16	2008_10_22_auzan_.txt	Лекции	7574	Социология
1672	1	5072.txt	Лекции	218	Космос
1673	1	5072.txt	Лекции	710	Социология
1674	4	2014_03_29_university_.txt	Лекции	10314	Социология
1675	4	19636.txt	Лекции	3571	Экономика
1676	2	78495.txt	Лекции	1299	Психология
1677	2	10173.txt	Лекции	1353	История
1678	2	11638.txt	Лекции	229	История
1679	4	64686.txt	Лекции	2950	Культура
1680	2	12745.txt	Лекции	3562	Социология
1681	3	2015_05_23_rozhkova_lecture_.txt	Лекции	7650	Биология
1682	15	2005_11_28_left_.txt	Лекции	19686	Политология
1683	2	44742.txt	Лекции	1553	Математика
1684	1	17673.txt	Лекции	147	Биология
1685	1	nplus1.ru-blog-2016-11-10-anatomy-of-architecture.txt	Блоги	834	Общее
1686	3	46946.txt	Лекции	1019	Философия
1687	2	44150.txt	Лекции	1609	История
1688	1	8550.txt	Лекции	1327	Космос
1689	2	26523.txt	Лекции	1739	Общее
1690	1	45113.txt	Лекции	702	Общее
1691	2	nplus1.ru-blog-2015-07-09-doomsday.txt	Блоги	1435	Математика
1692	2	38346.txt	Лекции	2032	История
1693	1	70575.txt	Лекции	524	Психология
1694	2	76196.txt	Лекции	3145	Экономика
1695	2	nplus1.ru-blog-2016-10-18-gorillas-privacy.txt	Блоги	424	Общее
1696	1	72319.txt	Лекции	1340	Общее
1697	3	79545.txt	Лекции	3541	Экономика
1698	1	70636.txt	Лекции	1771	Физиология человека
1700	3	48624.txt	Лекции	1460	Социология
1701	1	company_vertdider_blog_252990.txt	Блоги	38	Технологии
1703	1	65020.txt	Лекции	1186	Социология
1704	5	2009_04_09_sots_.txt	Лекции	9157	Экономика
1705	1	77711.txt	Лекции	1480	Физика
1706	2	2015_04_23_zakharov_anons_.txt	Лекции	234	Математика
1707	2	27198.txt	Лекции	2044	Социология
1708	1	2012_02_02_anons_danilevsky_.txt	Лекции	382	История
1709	1	3614.txt	Лекции	286	Биология
1710	1	nplus1.ru-blog-2016-08-01-Million-years-cancer.txt	Блоги	667	История
1711	1	15042.txt	Лекции	227	История
1712	1	83238.txt	Лекции	1687	Культура
1713	1	81413.txt	Лекции	1085	Биология
1714	7	nplus1.ru-blog-2015-11-25-schedule.txt	Блоги	617	Общее
1716	1	173.txt	Лекции	1237	История
1717	1	173.txt	Лекции	1302	Психология
1718	1	173.txt	Лекции	1353	История
1719	1	173.txt	Лекции	2429	Физика
1720	1	173.txt	Лекции	1535	Биология
1721	3	60767.txt	Лекции	1481	Общее
1722	2	company_icover_blog_273966.txt	Блоги	635	Технологии
1723	1	27789.txt	Лекции	1213	История
1724	6	2011_01_03_starostin_.txt	Лекции	10836	Язык
1725	1	nplus1.ru-blog-2015-06-11-submm.txt	Блоги	1395	Космос
1726	2	24436.txt	Лекции	155	История
1727	1	14253.txt	Лекции	1148	История
1728	2	47046.txt	Лекции	11225	Физика
1729	1	company_mailru_blog_263566.txt	Блоги	685	Космос
1730	3	2007_05_04_kaganskiy_.txt	Лекции	10820	Науки о земле
1731	1	61277.txt	Лекции	1132	Космос
1732	1	53045.txt	Лекции	274	Философия
1733	1	company_vertdider_blog_242326.txt	Блоги	64	Технологии
1734	1	78075.txt	Лекции	1193	Биология
1735	1	66874.txt	Лекции	1880	Физиология человека
1736	16	63811.txt	Лекции	3005	История
1737	3	company_genotek_blog_283704.txt	Блоги	1329	Биология
1738	2	15748.txt	Лекции	3191	История
1739	1	31190.txt	Лекции	1396	История
1740	5	61510.txt	Лекции	1836	История
1741	1	77546.txt	Лекции	1243	Космос
1742	6	2015_04_26_vassiliev_lecture_.txt	Лекции	7070	Физиология человека
1743	1	74470.txt	Лекции	1453	Философия
1744	2	nplus1.ru-blog-2017-01-24-People-in-North-America.txt	Блоги	335	Биология
1745	1	company_vertdider_blog_260966.txt	Блоги	358	Физиология человека
1747	1	43365.txt	Лекции	504	Космос
1748	13	company_mailru_blog_277064.txt	Блоги	6048	Computer Science
1749	10	2016_03_06_gozman_lecture_.txt	Лекции	16566	Психология
1750	1	45297.txt	Лекции	1214	Математика
1751	2	company_icover_blog_264340.txt	Блоги	986	Технологии
1752	1	company_madrobots_blog_294367.txt	Блоги	1318	Космос
1753	4	69887.txt	Лекции	1695	Химия
1754	1	75717.txt	Лекции	1130	История
1755	2	2011_06_17_article_.txt	Лекции	10595	Общее
1756	1	27835.txt	Лекции	310	Физика
1757	1	64684.txt	Блоги	1015	Технологии
1758	1	64684.txt	Лекции	1259	Социология
1759	1	2014_10_12_vainshtein_anons_.txt	Лекции	280	Культура
1760	1	69878.txt	Лекции	1459	Язык
1761	1	46939.txt	Лекции	1259	История
1763	1	481.txt	Лекции	1349	Язык
1764	1	481.txt	Лекции	206	История
1765	1	481.txt	Лекции	855	Физика
1766	1	481.txt	Лекции	2200	Культура
1767	1	481.txt	Лекции	250	Химия
1768	1	481.txt	Лекции	2206	Физика
1769	2	51367.txt	Лекции	1730	История
1770	1	72343.txt	Лекции	1570	Физиология человека
1771	1	company_lakhtacenter_blog_285152.txt	Блоги	1898	Культура
1772	4	company_pult_blog_295551.txt	Блоги	1348	Технологии
1773	1	83260.txt	Лекции	1778	Физиология человека
1774	2	2007_06_07_pokayanie_.txt	Лекции	9298	Социология
1775	1	64791.txt	Лекции	2575	Биология
1776	1	43232.txt	Лекции	4999	История
1777	1	30657.txt	Лекции	340	Культура
1778	2	55632.txt	Лекции	1640	Культура
1779	5	2004_06_10_levinson_.txt	Лекции	8941	Социология
1780	1	44273.txt	Лекции	1652	История
1781	4	51178.txt	Лекции	1674	Социология
1782	5	company_pult_blog_282820.txt	Блоги	1571	Физика
1783	2	57654.txt	Лекции	1504	Космос
1784	10	2010_06_01_ukraine_.txt	Лекции	26178	Политология
1785	1	25085.txt	Лекции	191	История
1786	7	2009_11_24_brain_.txt	Лекции	13479	Язык
1787	3	2016_12_25_starostin_lecture_.txt	Лекции	8457	История
1788	1	nplus1.ru-blog-2016-08-04-Telanthropus-capensis.txt	Блоги	1385	История
1789	1	72757.txt	Лекции	1955	История
1790	6	37326.txt	Лекции	6380	Экономика
1791	3	company_misis_blog_280110.txt	Блоги	512	Физика
1792	1	2006_03_16_radaev_.txt	Лекции	8371	Экономика
1793	1	53046.txt	Лекции	276	Философия
1794	13	company_piter_blog_272730.txt	Блоги	6764	Физиология человека
1795	1	62810.txt	Лекции	340	История
1796	1	63505.txt	Лекции	697	Химия
1797	1	68794.txt	Лекции	1264	История
1798	13	31202.txt	Лекции	3276	Культура
1799	1	42801.txt	Лекции	1582	Социология
1800	2	78490.txt	Лекции	1252	Психология
1801	1	company_dronk_blog_278596.txt	Блоги	734	Биология
1802	2	44422.txt	Лекции	780	Физиология человека
1803	1	nplus1.ru-blog-2015-09-01-rip-oliver-sacks.txt	Блоги	47	Общее
1804	10	2008_11_07_lang_.txt	Лекции	14150	Язык
1805	7	76191.txt	Лекции	4567	Экономика
1806	1	company_mailru_blog_290127.txt	Блоги	790	Космос
1807	6	56696.txt	Лекции	3500	Биология
1808	1	77490.txt	Лекции	2423	Химия
1809	5	52511.txt	Лекции	4622	История
1810	1	nplus1.ru-blog-2015-06-27-ariel.txt	Блоги	175	Общее
1811	1	13748.txt	Лекции	314	История
1812	5	2012_10_22_semikhatov_.txt	Лекции	7111	Физика
1813	3	20252.txt	Лекции	3475	Общее
1814	2	2014_11_09_afontsev_.txt	Лекции	8908	Экономика
1815	1	2940.txt	Блоги	1509	Общее
1818	1	2940.txt	Лекции	1379	История
1819	3	45736.txt	Лекции	571	Физика
1820	1	65828.txt	Лекции	1959	История
1821	1	company_icover_blog_274360.txt	Блоги	472	Технологии
1822	11	2010_04_14_mentality_.txt	Лекции	22716	Социология
1823	4	74782.txt	Лекции	2823	Биология
1824	13	2010_09_16_quarks_.txt	Лекции	8182	Физика
1825	1	nplus1.ru-blog-2017-01-17-D2-receptor-variety.txt	Блоги	770	Биология
1826	1	45325.txt	Лекции	989	Биология
1827	1	company_madrobots_blog_291745.txt	Блоги	1249	Космос
1828	5	59614.txt	Лекции	1732	Физика
1829	1	82504.txt	Лекции	1235	Общее
1830	2	77284.txt	Лекции	3040	Математика
1831	20	2009_08_06_videon_vahshtain_.txt	Лекции	14678	Социология
1832	7	17123.txt	Лекции	4428	Экономика
1833	3	21094.txt	Лекции	2838	Биология
1835	1	53294.txt	Лекции	2162	История
1836	5	80077.txt	Лекции	4964	Математика
1837	1	78294.txt	Лекции	1027	Физика
1838	1	33761.txt	Лекции	479	История
1839	1	76144.txt	Лекции	105	Язык
